id,status_group
6309,functional needs repair
38784,functional needs repair
38329,non functional
69029,functional needs repair
25515,functional needs repair
30870,non functional
34228,functional needs repair
42698,functional
31674,functional needs repair
2848,functional needs repair
52616,functional
28760,functional needs repair
1188,functional needs repair
13957,functional
20847,functional needs repair
39895,non functional
44133,functional needs repair
47704,functional needs repair
68173,functional needs repair
40526,functional needs repair
26285,functional needs repair
67502,non functional
57809,functional
3915,non functional
69110,functional needs repair
21675,functional needs repair
16738,functional needs repair
13627,functional
13404,non functional
16649,non functional
8572,functional
71169,functional needs repair
71519,functional needs repair
72287,functional needs repair
19168,functional needs repair
25981,non functional
33996,functional needs repair
69749,functional needs repair
53037,functional needs repair
49611,functional needs repair
52353,non functional
71599,functional needs repair
29631,functional
54016,functional
71623,functional needs repair
67739,non functional
30275,functional needs repair
29073,functional
59974,functional
47612,functional needs repair
15654,functional needs repair
12002,functional
10489,functional
49293,functional needs repair
23467,functional
6668,functional needs repair
6876,functional needs repair
11289,non functional
30283,functional needs repair
55091,functional needs repair
26166,functional
3449,functional
7498,functional
62730,functional needs repair
68654,functional
5300,functional needs repair
22742,functional
2653,functional needs repair
71210,functional needs repair
24301,non functional
51174,functional
57324,functional
47760,functional needs repair
34478,functional needs repair
44012,functional
50314,functional
24528,functional needs repair
57041,functional needs repair
6407,functional needs repair
42635,functional needs repair
73702,functional needs repair
67087,functional
7398,non functional
20430,functional needs repair
60819,functional needs repair
59586,functional needs repair
49192,functional
39902,functional
52301,functional needs repair
50482,non functional
36023,functional
42509,functional
42398,non functional
56132,functional needs repair
37018,functional needs repair
33205,non functional
57405,non functional
66229,functional
22953,non functional
67348,functional needs repair
10496,functional needs repair
49208,non functional
29525,functional needs repair
51648,non functional
49307,functional
6408,functional needs repair
53899,functional needs repair
46623,functional needs repair
12537,functional
1365,functional needs repair
54115,functional
52656,functional
40498,functional needs repair
48970,functional needs repair
56235,functional
36070,functional needs repair
63964,functional
32271,functional
15011,functional needs repair
38607,functional
39836,non functional
65630,non functional
58295,functional
4210,functional needs repair
3161,functional
21846,functional needs repair
28509,functional needs repair
20933,functional
20195,functional needs repair
528,functional needs repair
55726,functional
39291,functional
39436,functional needs repair
29216,functional needs repair
12682,functional
48580,functional needs repair
22504,functional
54078,functional needs repair
18687,functional needs repair
41128,functional needs repair
73213,functional needs repair
52967,functional
73043,functional needs repair
23440,functional
51098,functional needs repair
37286,functional needs repair
3953,functional needs repair
